0.05	0.91
0.15	0.92
0.25	0.93
0.35	0.94
0.45	0.96
0.55	0.97
0.65	0.98
0.75	1
0.85	1
0.95	1
1.05	1
1.15	1
1.25	1
1.35	1
1.45	1
1.55	1
1.65	1
1.75	1
1.85	1
1.95	1
2.05	1
2.15	1
2.25	1
2.35	1
2.45	1
2.55	1
2.65	1
2.75	1
2.85	1
2.95	1
3.05	1
3.15	1
3.25	1
3.35	1
3.45	1
3.55	1
3.65	1
3.75	1
3.85	1
3.95	1
4.05	1
4.15	1
4.25	1
4.35	1
4.45	1
4.55	1
4.65	1
4.75	1
4.85	1
4.95	1
5.05	1
5.15	1
5.25	1
5.35	1
5.45	1
5.55	1
5.65	1
5.75	1
5.85	1
5.95	1
6.05	1
6.15	1
6.25	1
6.35	1
6.45	1
6.55	1
6.65	1
6.75	1
6.85	1
6.95	1
7.05	1
7.15	1
7.25	1
7.35	1
7.45	1
7.55	1
7.65	1
7.75	1
7.85	1
7.95	1
